DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40891838,Rugulosin,23537-16-8,OYNIPTDPTUSUAY-PUTAFCBNSA-N,"(1R,2S,13R,14S,15R,16R,17S,28S)-8,12,14,23,27,28-Hexahydroxy-6,21-dimethyloctacyclo[14.11.1.0~2,11~.0~2,15~.0~4,9~.0~13,17~.0~17,26~.0~19,24~]octacosa-4,6,8,11,19,21,23,26-octaene-3,10,18,25-tetrone (
non-preferred name)",[H][C@]12[C@H](O)[C@@H]3C(O)=C4C(=O)C5=C(C=C(C)C=C5O)C(=O)[C@]14[C@@H]1[C@@H](O)[C@@]2([H])[C@]32C(=O)C3=C(C(O)=CC(C)=C3)C(=O)C2=C1O,"InChI=1S/C30H22O10/c1-7-3-9-13(11(31)5-7)21(33)17-25(37)20-23(35)15-16-24(36)19(29(15,17)27(9)39)26(38)18-22(34)14-10(28(40)30(16,18)20)4-8(2)6-12(14)32/h3-6,15-16,19-20,23-24,31-32,35-38H,1-2H3/t15-,16-,19+,20+,23-,24-,29+,30+/m0/s1",C30H22O10,542.496,542.121297,28,,6,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70849504,"(4aR,5R,6R)-6-Ethyl-4a,5-dihydroxy-4a,5,6,7-tetrahydro-4H-1-benzopyran-4-one",144096-47-9,JNJNTFPIOCKSTA-ONOSFVFSSA-N,"(4aR,5R,6R)-6-Ethyl-4a,5-dihydroxy-4a,5,6,7-tetrahydro-4H-1-benzopyran-4-one",CC[C@@H]1CC=C2OC=CC(=O)[C@@]2(O)[C@@H]1O,"InChI=1S/C11H14O4/c1-2-7-3-4-9-11(14,10(7)13)8(12)5-6-15-9/h4-7,10,13-14H,2-3H2,1H3/t7-,10-,11+/m1/s1",C11H14O4,210.229,210.089209,2,,6,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2040995,Cerulenin,17397-89-6,GVEZIHKRYBHEFX-NQQPLRFYSA-N,"(2R,3S)-3-[(4E,7E)-Nona-4,7-dienoyl]oxirane-2-carboxamide",C\C=C\C\C=C\CCC(=O)[C@H]1O[C@H]1C(N)=O,"InChI=1S/C12H17NO3/c1-2-3-4-5-6-7-8-9(14)10-11(16-10)12(13)15/h2-3,5-6,10-11H,4,7-8H2,1H3,(H2,13,15)/b3-2+,6-5+/t10-,11-/m1/s1",C12H17NO3,223.272,223.120843,67,453,83,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7023645,Tetracycline,60-54-8,OFVLGDICTFRJMM-WESIUVDSSA-N,"(4S,4aS,5aS,6S,12aS)-4-(Dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,"InChI=1S/C22H24N2O8/c1-21(31)8-5-4-6-11(25)12(8)16(26)13-9(21)7-10-15(24(2)3)17(27)14(20(23)30)19(29)22(10,32)18(13)28/h4-6,9-10,15,25,27-28,31-32H,7H2,1-3H3,(H2,23,30)/t9-,10-,15-,21+,22-/m0/s1",C22H24N2O8,444.44,444.153266,176,18969,198,2,1,41/955,4.0,955
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30438079,Ko 143,461054-93-3,NXNRAECHCJZNRF-JBACZVJFSA-N,"tert-Butyl 3-[(3S,6S,12aS)-9-methoxy-6-(2-methylpropyl)-1,4-dioxo-1,2,3,4,6,7,12,12a-octahydropyrazino[1',2':1,6]pyrido[3,4-b]indol-3-yl]propanoate",COC1=CC2=C(C=C1)C1=C(N2)[C@H](CC(C)C)N2[C@@H](C1)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C2=O,"InChI=1S/C26H35N3O5/c1-14(2)11-20-23-17(16-8-7-15(33-6)12-19(16)27-23)13-21-24(31)28-18(25(32)29(20)21)9-10-22(30)34-26(3,4)5/h7-8,12,14,18,20-21,27H,9-11,13H2,1-6H3,(H,28,31)/t18-,20-,21-/m0/s1",C26H35N3O5,469.582,469.257671,17,41,68,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60893990,Oxaline,55623-37-5,SOHAVULMGIITDH-WNYKETQYSA-N,"(3E,7aS)-3-[(1H-Imidazol-5-yl)methylidene]-6,12-dimethoxy-7a-(2-methylbut-3-en-2-yl)-7a,12-dihydro-1H,5H-imidazo[1',2':1,2]pyrido[2,3-b]indole-2,5(3H)-dione",CON1C2=CC=CC=C2[C@]2(C=C(OC)C(=O)N3\C(=C\C4=CN=CN4)C(=O)NC123)C(C)(C)C=C,"InChI=1S/C24H25N5O4/c1-6-22(2,3)23-12-19(32-4)21(31)28-18(11-15-13-25-14-26-15)20(30)27-24(23,28)29(33-5)17-10-8-7-9-16(17)23/h6-14H,1H2,2-5H3,(H,25,26)(H,27,30)/b18-11+/t23-,24?/m1/s1",C24H25N5O4,447.495,447.190654,11,,6,,4, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5023582,Sirolimus,53123-88-9,QFJCIRLUMZQUOT-HPLJOQBZSA-N,"(3S,6R,7E,9R,10R,12R,14S,15E,17E,19E,21S,23S,26R,27R,34aS)-9,27-Dihydroxy-3-{(2R)-1-[(1S,3R,4R)-4-hydroxy-3-methoxycyclohexyl]propan-2-yl}-10,21-dimethoxy-6,8,12,14,20,26-hexamethyl-9,10,12,13,14,21,2
2,23,24,25,26,27,32,33,34,34a-hexadecahydro-3H-23,27-epoxypyrido[2,1-c][1,4]oxazacyclohentriacontine-1,5,11,28,29(4H,6H,31H)-pentone",[H][C@@]12CC[C@@H](C)[C@@](O)(O1)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@]([H])(CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C2)OC)[C@H](C)C[C@@H]1CC[C@@H](O)[C@@H](C1)OC,"InChI=1S/C51H79NO13/c1-30-16-12-11-13-17-31(2)42(61-8)28-38-21-19-36(7)51(60,65-38)48(57)49(58)52-23-15-14-18-39(52)50(59)64-43(33(4)26-37-20-22-40(53)44(27-37)62-9)29-41(54)32(3)25-35(6)46(56)47(63-10)45(55)34(5)24-30/h11-13,16-17,25,30,32-34,36-40,42-44,46-47,53,56,60H,14-15,18-24,26-29H2,1-10H3/b13-11+,16-12+,31-17+,35-25+/t30-,32-,33-,34-,36-,37+,38+,39+,40-,42+,43+,44-,46-,47+,51-/m1/s1",C51H79NO13,914.187,913.555142,104,15324,161,,1,40/94,43.0,94
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10891860,Ergocorninine,564-37-4,UJYGDMFEEDNVBF-KMKPOGODSA-N,"12'-Hydroxy-3',6',18-trioxo-2',5'alpha-di(propan-2-yl)-8alpha-ergotaman",[H][C@@]12CCCN1C(=O)[C@H](C(C)C)N1C(=O)[C@](NC(=O)[C@@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,"InChI=1S/C31H39N5O5/c1-16(2)26-28(38)35-11-7-10-24(35)31(40)36(26)29(39)30(41-31,17(3)4)33-27(37)19-12-21-20-8-6-9-22-25(20)18(14-32-22)13-23(21)34(5)15-19/h6,8-9,12,14,16-17,19,23-24,26,32,40H,7,10-11,13,15H2,1-5H3,(H,33,37)/t19-,23+,24-,26-,30+,31-/m0/s1",C31H39N5O5,561.683,561.295119,22,,14,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30891862,Enniatin B,917-13-5,MIZMDSVSLSIMSC-VYLWARHZSA-N,"(3S,6R,9S,12R,15S,18R)-4,10,16-Trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone",[H][C@@]1(OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C1=O)C(C)C)C(C)C)C(C)C,"InChI=1S/C33H57N3O9/c1-16(2)22-31(40)43-26(20(9)10)29(38)35(14)24(18(5)6)33(42)45-27(21(11)12)30(39)36(15)23(17(3)4)32(41)44-25(19(7)8)28(37)34(22)13/h16-27H,1-15H3/t22-,23-,24-,25+,26+,27+/m0/s1",C33H57N3O9,639.831,639.409480,28,,50,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0037653,Doxycycline,564-25-0,JBIWCJUYHHGXTC-AKNGSSGZSA-N,"(4S,4aR,5S,5aR,6R,12aS)-4-(Dimethylamino)-3,5,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,"InChI=1S/C22H24N2O8/c1-7-8-5-4-6-9(25)11(8)16(26)12-10(7)17(27)14-15(24(2)3)18(28)13(21(23)31)20(30)22(14,32)19(12)29/h4-7,10,14-15,17,25,27-29,32H,1-3H3,(H2,23,31)/t7-,10+,14+,15-,17-,22-/m0/s1",C22H24N2O8,444.44,444.153266,142,8292,203,2,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022402,alpha-Zearalenol,36455-72-8,FPQFYIAXQDXNOR-QDKLYSGJSA-N,"(3S,7R,11E)-7,14,16-Trihydroxy-3-methyl-3,4,5,6,7,8,9,10-octahydro-1H-2-benzoxacyclotetradecin-1-one",C[C@H]1CCC[C@H](O)CCC\C=C\C2=CC(O)=CC(O)=C2C(=O)O1,"InChI=1S/C18H24O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h3,7,10-12,14,19-21H,2,4-6,8-9H2,1H3/b7-3+/t12-,14+/m0/s1",C18H24O5,320.385,320.162374,50,159,52,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6045614,Dihydroergotamine,511-12-6,LUZRJRNZXALNLM-JGRZULCMSA-N,"5'alpha-Benzyl-12'-hydroxy-2'-methyl-3',6',18-trioxo-10alpha-9,10-dihydroergotaman",[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=C5C(=CC=C6)[C@@]4([H])C3)O[C@@]21O,"InChI=1S/C33H37N5O5/c1-32(35-29(39)21-15-23-22-10-6-11-24-28(22)20(17-34-24)16-25(23)36(2)18-21)31(41)38-26(14-19-8-4-3-5-9-19)30(40)37-13-7-12-27(37)33(38,42)43-32/h3-6,8-11,17,21,23,25-27,34,42H,7,12-16,18H2,1-2H3,(H,35,39)/t21-,23-,25-,26+,27+,32-,33+/m1/s1",C33H37N5O5,583.689,583.279469,79,1367,98,1,1,31/235,13.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10891805,Culmorin,18374-83-9,VWMGBHVRRNKOAE-PDMNRUCYSA-N,"(1S,3R,3aS,4R,8aR,9R)-1,5,5,8a-Tetramethyldecahydro-1,4-methanoazulene-3,9-diol",[H]C1(O)[C@]2([H])[C@]3([H])[C@H](O)C[C@@]1(C)[C@]3(C)CCCC2(C)C,"InChI=1S/C15H26O2/c1-13(2)6-5-7-14(3)10-9(16)8-15(14,4)12(17)11(10)13/h9-12,16-17H,5-8H2,1-4H3/t9-,10+,11+,12?,14-,15-/m1/s1",C15H26O2,238.371,238.193280,18,,11,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80891837,Marticin,19196-45-3,ZUFZIWMDZAURCM-NIHYUSDNSA-N,"(2R,4S,6S)-8,11-Dihydroxy-10-methoxy-2-methyl-7,12-dioxo-1,4,5,6,7,12-hexahydro-2H-2,6-epoxynaphtho[2,3-d]oxocine-4-carboxylic acid",[H][C@]12C[C@H](O[C@](C)(CC3=C1C(=O)C1=C(O)C=C(OC)C(O)=C1C3=O)O2)C(O)=O,"InChI=1S/C18H16O9/c1-18-5-6-11(8(26-18)4-10(27-18)17(23)24)16(22)12-7(19)3-9(25-2)15(21)13(12)14(6)20/h3,8,10,19,21H,4-5H2,1-2H3,(H,23,24)/t8-,10-,18+/m0/s1",C18H16O9,376.317,376.079432,7,,2,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90959351,"4-Hydroxy-6-methyl-2-(3-methylbutanoyl)-1-oxa-5-azaspiro[2.5]octa-4,6-dien-8-one",38473-18-6,DWCXXICTUDDKTB-NUHJPDEHSA-N,"(2R)-4-Hydroxy-6-methyl-2-(3-methylbutanoyl)-1-oxa-5-azaspiro[2.5]octa-4,6-dien-8-one",[H][C@]1(OC11C(O)=NC(C)=CC1=O)C(=O)CC(C)C,"InChI=1S/C12H15NO4/c1-6(2)4-8(14)10-12(17-10)9(15)5-7(3)13-11(12)16/h5-6,10H,4H2,1-3H3,(H,13,16)/t10-,12?/m0/s1",C12H15NO4,237.255,237.100108,6,,14,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00893999,Cyclopenin,20007-87-8,APLKWZASYUZSBL-PBHICJAKSA-N,"(2'S,3'R)-4-Methyl-3'-phenylspiro[[1,4]benzodiazepine-3,2'-oxirane]-2,5(1H,4H)-dione",CN1C(=O)C2=C(NC(=O)[C@]11O[C@@H]1C1=CC=CC=C1)C=CC=C2,"InChI=1S/C17H14N2O3/c1-19-15(20)12-9-5-6-10-13(12)18-16(21)17(19)14(22-17)11-7-3-2-4-8-11/h2-10,14H,1H3,(H,18,21)/t14-,17+/m1/s1",C17H14N2O3,294.31,294.100442,14,,29,,4, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8020674,Griseofulvin,126-07-8,DDUHZTYCFQRHIY-RBHXEPJQSA-N,"(1'S,6'R)-7-Chloro-2',4,6-trimethoxy-6'-methyl-3H-spiro[[1]benzofuran-2,1'-cyclohex[2]ene]-3,4'-dione",COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,"InChI=1S/C17H17ClO6/c1-8-5-9(19)6-12(23-4)17(8)16(20)13-10(21-2)7-11(22-3)14(18)15(13)24-17/h6-8H,5H2,1-4H3/t8-,17+/m1/s1",C17H17ClO6,352.77,352.071366,181,5481,216,2,1,81/622,13.0,622
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00438324,"1H-Phenalen-1-one, 3,4,7,9-tetrahydroxy-2-methoxy-6-methyl-",259728-61-5,LHEJVMYQRYQFKB-UHFFFAOYSA-N,"4,6,7,9-Tetrahydroxy-8-methoxy-3-methyl-1H-phenalen-1-one",COC1=C(O)C2=C3C(C(C)=CC(=O)C3=C1O)=C(O)C=C2O,"InChI=1S/C15H12O6/c1-5-3-6(16)10-12-9(5)7(17)4-8(18)11(12)14(20)15(21-2)13(10)19/h3-4,17-20H,1-2H3",C15H12O6,288.255,288.063388,8,,12,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40988499,Fumigaclavine A,6879-59-0,GJSSYQDXZLZOLR-ONUGHKICSA-N,"6,8alpha-Dimethylergolin-9beta-yl acetate",[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])[C@@H](OC(C)=O)[C@H](C)CN2C,"InChI=1S/C18H22N2O2/c1-10-9-20(3)15-7-12-8-19-14-6-4-5-13(16(12)14)17(15)18(10)22-11(2)21/h4-6,8,10,15,17-19H,7,9H2,1-3H3/t10-,15-,17-,18+/m1/s1",C18H22N2O2,298.386,298.168128,11,,9,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00964097,Ochratoxin C,4865-85-4,BPZZWRPHVVDAPT-PXAZEXFGSA-N,"Ethyl N-[(3R)-5-chloro-8-hydroxy-3-methyl-1-oxo-3,4-dihydro-1H-2-benzopyran-7-carbonyl]-L-phenylalaninate",CCOC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=C(O)C2=C(C[C@@H](C)OC2=O)C(Cl)=C1,"InChI=1S/C22H22ClNO6/c1-3-29-21(27)17(10-13-7-5-4-6-8-13)24-20(26)15-11-16(23)14-9-12(2)30-22(28)18(14)19(15)25/h4-8,11-12,17,25H,3,9-10H2,1-2H3,(H,24,26)/t12-,17+/m1/s1",C22H22ClNO6,431.87,431.113565,27,,26,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30891807,"3,15-Diacetyldeoxynivalenol",99604-10-1,RANGFOQREJPKIH-QZQWDYNDSA-N,"7-Hydroxy-8-oxo-3alpha-12,13-epoxytrichothec-9-ene-3,15-diyl diacetate",[H][C@@]12O[C@]3([H])C=C(C)C(=O)C(O)[C@]3(COC(C)=O)[C@@](C)(C[C@H]1OC(C)=O)[C@]21CO1,"InChI=1S/C19H24O8/c1-9-5-13-18(7-24-10(2)20,15(23)14(9)22)17(4)6-12(26-11(3)21)16(27-13)19(17)8-25-19/h5,12-13,15-16,23H,6-8H2,1-4H3/t12-,13-,15?,16-,17-,18-,19+/m1/s1",C19H24O8,380.393,380.147118,15,,7,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60206405,Asterric acid,577-64-0,XOKVHFNTYHPEHN-UHFFFAOYSA-N,2-Hydroxy-6-[4-hydroxy-2-methoxy-6-(methoxycarbonyl)phenoxy]-4-methylbenzoic acid,COC(=O)C1=C(OC2=CC(C)=CC(O)=C2C(O)=O)C(OC)=CC(O)=C1,"InChI=1S/C17H16O8/c1-8-4-11(19)14(16(20)21)12(5-8)25-15-10(17(22)24-3)6-9(18)7-13(15)23-2/h4-7,18-19H,1-3H3,(H,20,21)",C17H16O8,348.307,348.084517,21,9,47,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60891835,Bostrycin,21879-81-2,ZQNOLGRKZRDRQO-XHSDSOJGSA-N,"(5S,6R,7S)-5,6,7,9,10-Pentahydroxy-2-methoxy-7-methyl-5,6,7,8-tetrahydroanthracene-1,4-dione",COC1=CC(=O)C2=C(C(O)=C3C[C@](C)(O)[C@H](O)[C@@H](O)C3=C2O)C1=O,"InChI=1S/C16H16O8/c1-16(23)4-5-8(14(21)15(16)22)13(20)9-6(17)3-7(24-2)12(19)10(9)11(5)18/h3,14-15,18,20-23H,4H2,1-2H3/t14-,15+,16-/m0/s1",C16H16O8,336.296,336.084517,12,,7,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20891811,Isomarticin,19196-46-4,HNMWDXUKPJZOQD-XPBDJYBLSA-N,"(4R)-7,12-Dihydroxy-10-methoxy-2-methyl-8,11-dioxo-1,4,5,6,8,11-hexahydro-2H-2,6-epoxynaphtho[2,3-d]oxocine-4-carboxylic acid",[H]OC(=O)[C@H]1CC2OC(C)(CC3=C(O[H])C4=C(C(=O)C=C(OC)C4=O)C(O[H])=C23)O1,"InChI=1S/C18H16O9/c1-18-5-6-11(8(26-18)4-10(27-18)17(23)24)16(22)12-7(19)3-9(25-2)15(21)13(12)14(6)20/h3,8,10,20,22H,4-5H2,1-2H3,(H,23,24)/t8?,10-,18?/m1/s1",C18H16O9,376.317,376.079432,11,,2,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50956725,"Dimethyl 1,1',5,5',8,8'-hexahydroxy-6,6'-dimethyl-9,9'-dioxo-5,5',6,6',7,7',9,9'-octahydro-10aH,10'aH-[2,2'-bixanthene]-10a,10'a-dicarboxylate",35287-69-5,DRYDKQOPVBDZMQ-UHFFFAOYSA-N,"Dimethyl 1,1',5,5',8,8'-hexahydroxy-6,6'-dimethyl-9,9'-dioxo-5,5',6,6',7,7',9,9'-octahydro-10aH,10'aH-[2,2'-bixanthene]-10a,10'a-dicarboxylate",COC(=O)C12OC3=C(C(O)=C(C=C3)C3=C(O)C4=C(OC5(C(O)C(C)CC(O)=C5C4=O)C(=O)OC)C=C3)C(=O)C1=C(O)CC(C)C2O,"InChI=1S/C32H30O14/c1-11-9-15(33)21-25(37)19-17(45-31(21,27(11)39)29(41)43-3)7-5-13(23(19)35)14-6-8-18-20(24(14)36)26(38)22-16(34)10-12(2)28(40)32(22,46-18)30(42)44-4/h5-8,11-12,27-28,33-36,39-40H,9-10H2,1-4H3",C32H30O14,638.578,638.163556,16,,23,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00891854,Cryptosporiopsin,25707-30-6,VFXXEEUGYINLKM-PVXSWLFQSA-N,"Methyl (1R,5R)-3,5-dichloro-1-hydroxy-4-oxo-2-[(1E)-prop-1-en-1-yl]cyclopent-2-ene-1-carboxylate",COC(=O)[C@@]1(O)[C@@H](Cl)C(=O)C(Cl)=C1\C=C\C,"InChI=1S/C10H10Cl2O4/c1-3-4-5-6(11)7(13)8(12)10(5,15)9(14)16-2/h3-4,8,15H,1-2H3/b4-3+/t8-,10-/m0/s1",C10H10Cl2O4,265.09,263.995614,7,,9,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID601007920,"3,7,15-Trihydroxytrichotheca-9,12-dien-8-one",88054-24-4,ZACLXWTWERGCLX-MDUHGFIHSA-N,"(3R,7S)-3,7,15-Trihydroxytrichotheca-9,12-dien-8-one",[H][C@@]1(O)C[C@@]2(C)C(=C)[C@]1([H])O[C@]1([H])C=C(C)C(=O)[C@@]([H])(O)[C@]21CO,"InChI=1S/C15H20O5/c1-7-4-10-15(6-16,13(19)11(7)18)14(3)5-9(17)12(20-10)8(14)2/h4,9-10,12-13,16-17,19H,2,5-6H2,1,3H3/t9-,10-,12+,13-,14+,15-/m1/s1",C15H20O5,280.32,280.131074,9,,20,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30448991,Pyrenophorol,22248-41-5,RBQNDQOKFICJGL-UTBFYLPBSA-N,"(3E,5S,8R,11E,13S,16R)-5,13-Dihydroxy-8,16-dimethyl-1,9-dioxacyclohexadeca-3,11-diene-2,10-dione",C[C@@H]1CC[C@H](O)\C=C\C(=O)O[C@H](C)CC[C@H](O)\C=C\C(=O)O1,"InChI=1S/C16H24O6/c1-11-3-5-13(17)8-10-16(20)22-12(2)4-6-14(18)7-9-15(19)21-11/h7-14,17-18H,3-6H2,1-2H3/b9-7+,10-8+/t11-,12-,13+,14+/m1/s1",C16H24O6,312.362,312.157288,17,5,18,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5046934,Penicillin G,61-33-6,JGSARLDLIJGVTE-MBNYWOFBSA-N,"(2S,5R,6R)-3,3-Dimethyl-7-oxo-6-(2-phenylacetamido)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,"InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",C16H18N2O4S,334.39,334.098728,125,8807,127,1,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50959610,"12,13-Epoxytrichothec-9-ene-3,15-diyl diacetate",38818-51-8,IGDIDZAQDRAJRB-NXWNTDFDSA-N,"(3R,12xi)-12,13-Epoxytrichothec-9-ene-3,15-diyl diacetate",[H][C@]1(C[C@@]2(C)C3(CO3)[C@]1([H])O[C@]1([H])C=C(C)CC[C@]21COC(C)=O)OC(C)=O,"InChI=1S/C19H26O6/c1-11-5-6-18(9-22-12(2)20)15(7-11)25-16-14(24-13(3)21)8-17(18,4)19(16)10-23-19/h7,14-16H,5-6,8-10H2,1-4H3/t14-,15-,16-,17-,18-,19?/m1/s1",C19H26O6,350.411,350.172939,6,,6,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00208943,Skyrin,602-06-2,MQSXZQXHIJMNAF-UHFFFAOYSA-N,"2,2',4,4',5,5'-Hexahydroxy-7,7'-dimethyl[1,1'-bianthracene]-9,9',10,10'-tetrone",CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C(C4=C5C(=O)C6=CC(C)=CC(O)=C6C(=O)C5=C(O)C=C4O)=C3C(=O)C2=C1,"InChI=1S/C30H18O10/c1-9-3-11-19(13(31)5-9)29(39)23-17(35)7-15(33)21(25(23)27(11)37)22-16(34)8-18(36)24-26(22)28(38)12-4-10(2)6-14(32)20(12)30(24)40/h3-8,31-36H,1-2H3",C30H18O10,538.464,538.089997,25,19,39,,4, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60928711,"2-(1,5-Dihydroxyhexyl)-1,3,6,8-tetrahydroxyanthracene-9,10-dione",134664-54-3,GGNDESPZSKTNHV-UHFFFAOYSA-N,"2-(1,5-Dihydroxyhexyl)-1,3,6,8-tetrahydroxyanthracene-9,10-dione",CC(O)CCCC(O)C1=C(O)C=C2C(=O)C3=C(C(O)=CC(O)=C3)C(=O)C2=C1O,"InChI=1S/C20H20O8/c1-8(21)3-2-4-12(23)17-14(25)7-11-16(20(17)28)19(27)15-10(18(11)26)5-9(22)6-13(15)24/h5-8,12,21-25,28H,2-4H2,1H3",C20H20O8,388.372,388.115818,8,,9,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2021101,Patulin,149-29-1,ZRWPUFFVAOMMNM-UHFFFAOYSA-N,"4-Hydroxy-4H-furo[3,2-c]pyran-2(6H)-one",OC1OCC=C2OC(=O)C=C12,"InChI=1S/C7H6O4/c8-6-3-4-5(11-6)1-2-10-7(4)9/h1,3,7,9H,2H2",C7H6O4,154.121,154.026609,95,591,137,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7020265,Chloramphenicol,56-75-7,WIIZWVCIJKGZOK-RKDXNWHRSA-N,"2,2-Dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,"InChI=1S/C11H12Cl2N2O5/c12-10(13)11(18)14-8(5-16)9(17)6-1-3-7(4-2-6)15(19)20/h1-4,8-10,16-17H,5H2,(H,14,18)/t8-,9-/m1/s1",C11H12Cl2N2O5,323.13,322.012327,210,18884,222,63,1,9/414,2.0,414
